idproduto,referencia,produto,curva_abc,continuidade,linha,familia,ano,mes,ml_qtd
35256,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35256,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35256,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35256,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35257,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35257,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35257,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35257,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35258,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35258,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35258,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35258,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35259,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35259,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35259,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35259,341001,SUTIA TRIANGULO MICROFIBRA BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35268,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35268,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35268,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35268,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35269,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35269,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35269,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35269,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35270,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,28
35270,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,13
35270,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,0
35270,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35271,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35271,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35271,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35271,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35276,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35276,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35276,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35276,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35277,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35277,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35277,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35277,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35278,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35278,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35278,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35278,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35279,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35279,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35279,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35279,103009,SUTIA 1/2 TACA SUSTENTARE MICROF TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35285,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35285,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35285,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35285,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35286,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35286,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35286,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35286,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35287,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,28
35287,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,13
35287,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,0
35287,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35288,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35288,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35288,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35288,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35290,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35290,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35290,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35290,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35291,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35291,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35291,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35291,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35292,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35292,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35292,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35292,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35293,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35293,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35293,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35293,103101,SUTIA PUSH UP EM MICROF BASICA TACA B,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35305,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35305,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35305,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35305,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35306,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35306,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35306,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35306,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35307,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,28
35307,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,13
35307,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,0
35307,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35308,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35308,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35308,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35308,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35309,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35309,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35309,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35309,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35315,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35315,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35315,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35315,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35316,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35316,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35316,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35316,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35317,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35317,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35317,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35317,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35318,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35318,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35318,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35318,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35319,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,1,98
35319,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,2,65
35319,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,3,16
35319,103605,SUTIA TOMARA QUE CAIA EM MICROFIBRA,A,PERMANENTE,CONFORT,BASICOS,2026,4,4
35328,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35328,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35328,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35328,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35329,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,28
35329,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,13
35329,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,0
35329,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35330,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35330,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35330,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35330,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35331,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35331,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35331,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35331,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35332,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35332,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35332,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35332,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35333,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35333,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35333,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35333,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35334,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35334,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35334,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35334,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35335,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35335,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35335,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35335,101700,CALCINHA FIO DENTAL DUBLADO EM MICROFIBR,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35340,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35340,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35340,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35340,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35341,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35341,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35341,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35341,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35342,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35342,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35342,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35342,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35343,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35343,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35343,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35343,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35348,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35348,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35348,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35348,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35349,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,28
35349,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,13
35349,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,0
35349,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35350,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35350,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35350,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35350,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35351,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35351,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35351,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35351,201301,CALCINHA ALTA LATERAL DUPLA EM MICROFI,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35352,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35352,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35352,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35352,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35353,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,28
35353,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,13
35353,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,0
35353,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35354,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35354,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35354,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35354,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35355,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35355,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35355,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35355,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
35360,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,1,98
35360,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,2,65
35360,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,3,16
35360,201702,CALCINHA FIO DENTAL LATERAL DUPLA EM MIC,A,PERMANENTE COR NOVA,CONFORT,BASICOS,2026,4,4
